iter	Passed	Remaining
1670	32643	6427
1671	32662	6407
1672	32682	6388
1673	32701	6368
1674	32716	6348
1675	32737	6328
1676	32754	6308
1677	32775	6289
1678	32796	6270
1679	32817	6251
1680	32835	6231
1681	32855	6211
1682	32876	6192
1683	32896	6173
1684	32917	6153
1685	32937	6134
1686	32957	6114
1687	32976	6095
1688	32995	6075
1689	33016	6056
1690	33034	6036
1691	33052	6016
1692	33070	5996
1693	33090	5977
1694	33111	5958
1695	33133	5939
1696	33154	5919
1697	33177	5900
1698	33200	5881
1699	33219	5862
1700	33241	5843
1701	33261	5823
1702	33280	5804
1703	33299	5784
1704	33319	5764
1705	33338	5745
1706	33358	5725
1707	33377	5706
1708	33397	5686
1709	33416	5667
1710	33437	5647
1711	33455	5628
1712	33478	5609
1713	33501	5590
1714	33521	5570
1715	33544	5551
1716	33564	5532
1717	33581	5512
1718	33599	5492
1719	33620	5473
1720	33643	5454
1721	33662	5434
1722	33679	5414
1723	33699	5395
1724	33717	5375
1725	33737	5355
1726	33759	5336
1727	33776	5316
1728	33799	5297
1729	33820	5278
1730	33838	5258
1731	33861	5239
1732	33883	5220
1733	33905	5201
1734	33928	5182
1735	33948	5162
1736	33967	5143
1737	33989	5123
1738	34007	5104
1739	34027	5084
1740	34048	5065
1741	34067	5045
1742	34084	5025
1743	34104	5006
1744	34124	4986
1745	34143	4967
1746	34159	4946
1747	34184	4928
1748	34203	4908
1749	34224	4889
1750	34248	4870
1751	34269	4850
1752	34289	4831
1753	34310	4812
1754	34327	4792
1755	34344	4772
1756	34365	4752
1757	34385	4733
1758	34408	4714
1759	34427	4694
1760	34447	4675
1761	34465	4655
1762	34483	4635
1763	34505	4616
1764	34523	4596
1765	34541	4576
1766	34560	4557
1767	34582	4537
1768	34601	4518
1769	34621	4498
1770	34642	4479
1771	34660	4459
1772	34679	4440
1773	34697	4420
1774	34720	4401
1775	34743	4382
1776	34768	4363
1777	34786	4343
1778	34807	4324
1779	34829	4304
1780	34856	4286
1781	34881	4267
1782	34900	4247
1783	34923	4228
1784	34943	4208
1785	34964	4189
1786	34982	4169
1787	35004	4150
1788	35025	4131
1789	35044	4111
1790	35063	4091
1791	35085	4072
1792	35102	4052
1793	35122	4033
1794	35143	4013
1795	35163	3994
1796	35182	3974
1797	35203	3955
1798	35224	3935
1799	35247	3916
1800	35266	3896
1801	35284	3877
1802	35305	3857
1803	35323	3837
1804	35342	3818
1805	35360	3798
1806	35380	3778
1807	35405	3759
1808	35436	3741
1809	35465	3722
1810	35498	3704
1811	35520	3685
1812	35545	3666
1813	35570	3647
1814	35597	3628
1815	35620	3609
1816	35649	3590
1817	35674	3571
1818	35698	3552
1819	35727	3533
1820	35758	3514
1821	35782	3495
1822	35807	3476
1823	35833	3457
1824	35860	3438
1825	35886	3419
1826	35916	3400
1827	35936	3381
1828	35958	3361
1829	35980	3342
1830	35998	3322
1831	36015	3302
1832	36034	3283
1833	36053	3263
1834	36072	3243
1835	36094	3224
1836	36115	3204
1837	36142	3185
1838	36170	3166
1839	36191	3147
1840	36208	3127
1841	36229	3107
1842	36264	3089
1843	36288	3069
1844	36308	3050
1845	36330	3030
1846	36347	3010
1847	36371	2991
1848	36391	2971
1849	36412	2952
1850	36429	2932
1851	36450	2912
1852	36471	2893
1853	36490	2873
1854	36510	2853
1855	36531	2834
1856	36552	2814
1857	36572	2795
1858	36592	2775
1859	36614	2755
1860	36633	2736
1861	36656	2716
1862	36675	2697
1863	36696	2677
1864	36714	2657
1865	36732	2637
1866	36752	2618
1867	36769	2598
1868	36788	2578
1869	36807	2558
1870	36830	2539
1871	36849	2519
1872	36868	2499
1873	36887	2480
1874	36907	2460
1875	36928	2440
1876	36944	2420
1877	36968	2401
1878	36989	2381
1879	37008	2362
1880	37028	2342
1881	37045	2322
1882	37065	2303
1883	37087	2283
1884	37110	2264
1885	37131	2244
1886	37150	2224
1887	37170	2205
1888	37189	2185
1889	37210	2165
1890	37229	2145
1891	37251	2126
1892	37272	2106
1893	37296	2087
1894	37314	2067
1895	37332	2047
1896	37347	2027
1897	37366	2008
1898	37388	1988
1899	37407	1968
1900	37427	1949
1901	37446	1929
1902	37466	1909
1903	37483	1889
1904	37506	1870
1905	37525	1850
1906	37543	1830
1907	37562	1811
1908	37582	1791
1909	37598	1771
1910	37619	1752
1911	37640	1732
1912	37666	1713
1913	37685	1693
1914	37703	1673
1915	37722	1653
1916	37741	1634
1917	37760	1614
1918	37779	1594
1919	37799	1574
1920	37817	1555
1921	37838	1535
1922	37858	1515
1923	37877	1496
1924	37901	1476
1925	37920	1456
1926	37942	1437
1927	37963	1417
1928	37984	1398
1929	38000	1378
1930	38018	1358
1931	38038	1338
1932	38058	1319
1933	38079	1299
1934	38098	1279
1935	38117	1260
1936	38137	1240
1937	38157	1220
1938	38176	1201
1939	38194	1181
1940	38209	1161
1941	38228	1141
1942	38249	1122
1943	38266	1102
1944	38284	1082
1945	38303	1062
1946	38325	1043
1947	38348	1023
1948	38368	1003
1949	38392	984
1950	38410	964
1951	38431	945
1952	38455	925
1953	38473	905
1954	38493	886
1955	38517	866
1956	38537	846
1957	38558	827
1958	38578	807
1959	38595	787
1960	38615	767
1961	38636	748
1962	38656	728
1963	38676	708
1964	38695	689
1965	38712	669
1966	38732	649
1967	38753	630
1968	38773	610
1969	38791	590
1970	38810	571
1971	38829	551
1972	38848	531
1973	38870	511
1974	38889	492
1975	38908	472
1976	38925	452
1977	38947	433
1978	38970	413
1979	38989	393
1980	39005	374
1981	39026	354
1982	39045	334
1983	39064	315
1984	39086	295
1985	39106	275
1986	39128	256
1987	39149	236
1988	39169	216
1989	39189	196
1990	39206	177
1991	39226	157
1992	39247	137
1993	39266	118
1994	39283	98
1995	39301	78
1996	39319	59
1997	39338	39
1998	39360	19
1999	39380	0
