,method,dim,time,n_gen,n_evals,n_updates
502,CMSA,20,0.042923461995087564,1000,12000,1000
503,CMSA,20,0.04206694196909666,1000,12000,1000
504,CMSA,20,0.04177639493718743,1000,12000,1000
505,CMSA,20,0.04314523201901466,1000,12000,1000
506,CMSA,20,0.043620768934488297,1000,12000,1000
507,CMSA,20,0.046250030980445445,1000,12000,1000
508,CMSA,20,0.041995160980150104,1000,12000,1000
509,CMSA,20,0.04235911904834211,1000,12000,1000
510,NATURAL_GRADIENT,20,0.047634089016355574,1000,12000,1000
511,NATURAL_GRADIENT,20,0.04758962104097009,1000,12000,1000
512,NATURAL_GRADIENT,20,0.04883428895846009,1000,12000,1000
513,NATURAL_GRADIENT,20,0.04804474499542266,1000,12000,1000
514,NATURAL_GRADIENT,20,0.05021867493633181,1000,12000,1000
515,NATURAL_GRADIENT,20,0.050932217040099204,1000,12000,1000
516,NATURAL_GRADIENT,20,0.04771746799815446,1000,12000,1000
517,NATURAL_GRADIENT,20,0.04774267098400742,1000,12000,1000
518,NATURAL_GRADIENT,20,0.04860394599381834,1000,12000,1000
519,NATURAL_GRADIENT,20,0.04786378296557814,1000,12000,1000
520,NATURAL_GRADIENT,20,0.049401047988794744,1000,12000,1000
521,NATURAL_GRADIENT,20,0.04789384198375046,1000,12000,1000
522,NATURAL_GRADIENT,20,0.04774281906429678,1000,12000,1000
523,NATURAL_GRADIENT,20,0.05020238598808646,1000,12000,1000
524,NATURAL_GRADIENT,20,0.052489073015749454,1000,12000,1000
525,COVARIANCE,40,0.1675972209777683,1000,15000,999
526,COVARIANCE,40,0.16043446096591651,1000,15000,999
527,COVARIANCE,40,0.15638411999680102,1000,15000,999
528,COVARIANCE,40,0.16312111401930451,1000,15000,999
529,COVARIANCE,40,0.18178791902028024,1000,15000,999
530,COVARIANCE,40,0.17434375593438745,1000,15000,999
531,COVARIANCE,40,0.21389896993059665,1000,15000,999
532,COVARIANCE,40,0.16287107206881046,1000,15000,999
533,COVARIANCE,40,0.17143149895127863,1000,15000,999
534,COVARIANCE,40,0.17483992595225573,1000,15000,999
535,COVARIANCE,40,0.16592577996198088,1000,15000,999
536,COVARIANCE,40,0.15827252704184502,1000,15000,999
537,COVARIANCE,40,0.16114346694666892,1000,15000,999
538,COVARIANCE,40,0.1765812720404938,1000,15000,999
539,COVARIANCE,40,0.1769464509561658,1000,15000,999
540,NONE,40,0.08697210904210806,1000,15000,0
541,NONE,40,0.09199973999056965,1000,15000,0
542,NONE,40,0.09088940802030265,1000,15000,0
543,NONE,40,0.08321637404151261,1000,15000,0
544,NONE,40,0.089786836062558,1000,15000,0
545,NONE,40,0.08508844405878335,1000,15000,0
546,NONE,40,0.09177579206880182,1000,15000,0
547,NONE,40,0.08549892401788384,1000,15000,0
548,NONE,40,0.08642277703620493,1000,15000,0
549,NONE,40,0.0811714290175587,1000,15000,0
550,NONE,40,0.08188776392489672,1000,15000,0
551,NONE,40,0.08215750497765839,1000,15000,0
552,NONE,40,0.08106619596946985,1000,15000,0
553,NONE,40,0.08134444698225707,1000,15000,0
554,NONE,40,0.08120331901591271,1000,15000,0
555,MATRIX,40,0.0869275500299409,1000,15000,1000
556,MATRIX,40,0.08813001995440573,1000,15000,1000
557,MATRIX,40,0.09130360104609281,1000,15000,1000
558,MATRIX,40,0.08940214605536312,1000,15000,1000
559,MATRIX,40,0.09071016090456396,1000,15000,1000
560,MATRIX,40,0.09033105999697,1000,15000,1000
561,MATRIX,40,0.08567406295333058,1000,15000,1000
562,MATRIX,40,0.09444298199377954,1000,15000,1000
563,MATRIX,40,0.09091241005808115,1000,15000,1000
564,MATRIX,40,0.08982594998087734,1000,15000,1000
565,MATRIX,40,0.08940630091819912,1000,15000,1000
566,MATRIX,40,0.08877934806514531,1000,15000,1000
567,MATRIX,40,0.09051082201767713,1000,15000,1000
568,MATRIX,40,0.08908571989741176,1000,15000,1000
569,MATRIX,40,0.09159162000287324,1000,15000,1000
570,SEPERABLE,40,0.096538195037283,1000,15000,1000
571,SEPERABLE,40,0.09407578292302787,1000,15000,1000
572,SEPERABLE,40,0.0868315560510382,1000,15000,1000
573,SEPERABLE,40,0.09575606102589518,1000,15000,1000
574,SEPERABLE,40,0.10772285598795861,1000,15000,1000
575,SEPERABLE,40,0.09179948293603957,1000,15000,1000
576,SEPERABLE,40,0.0885527819627896,1000,15000,1000
577,SEPERABLE,40,0.09804408194031566,1000,15000,1000
578,SEPERABLE,40,0.09730524697806686,1000,15000,1000
579,SEPERABLE,40,0.08641196903772652,1000,15000,1000
580,SEPERABLE,40,0.09571024996694177,1000,15000,1000
581,SEPERABLE,40,0.09272320696618408,1000,15000,1000
582,SEPERABLE,40,0.08769402699545026,1000,15000,1000
